gid,handle,id,remote,type,variants,vendor
gid://shopify/Product/8394309763369,pineapple-cotonou,8394309763369,False,fruits,"[{'id': 45457806131497, 'price': 140000, 'name': 'Pineapple - Cotonou', 'public_title': None, 'sku': 'mark105'}]",Generic
gid://shopify/Product/8394321396009,mango-palaba-x5,8394321396009,False,fruits,"[{'id': 45457822155049, 'price': 95000, 'name': 'Mango - Palaba x5', 'public_title': None, 'sku': 'aspar069'}]",Generic
gid://shopify/Product/8391363068201,bread-roll-x12,8391363068201,False,bread,"[{'id': 45443800465705, 'price': 160000, 'name': 'Bread Roll x12', 'public_title': None, 'sku': 'brcn32'}]",Spar
gid://shopify/Product/8399537373481,chi-chicken-breast-1-kg-frozen,8399537373481,False,meat-poultry,"[{'id': 45479030620457, 'price': 1073000, 'name': 'Chi Chicken Breast ~1 kg - Frozen', 'public_title': None, 'sku': 'spmt1381'}]",Generic
gid://shopify/Product/8391371227433,milk-bread,8391371227433,False,bread,"[{'id': 45443820486953, 'price': 200000, 'name': 'Milk Bread', 'public_title': None, 'sku': 'spwxyz875'}]",Spar
gid://shopify/Product/8394312515881,apples-green-x10,8394312515881,False,fruits,"[{'id': 45457809146153, 'price': 390000, 'name': 'Apples - Green x10', 'public_title': None, 'sku': 'spmt1061'}]",Generic
gid://shopify/Product/8403816022313,ginger-x6,8403816022313,False,vegetables,"[{'id': 45493519483177, 'price': 280000, 'name': 'Ginger x6', 'public_title': None, 'sku': 'sprnw1469'}]",Generic
gid://shopify/Product/8403799900457,cucumber-x3,8403799900457,False,vegetables,"[{'id': 45493483274537, 'price': 140000, 'name': 'Cucumber x3', 'public_title': None, 'sku': 'spfvvd1568'}]",Generic
gid://shopify/Product/8404045332777,mich-kay-greek-sweetened-yogurt-400-g,8404045332777,False,yoghurt-desserts,"[{'id': 45494202695977, 'price': 525000, 'name': 'Mich & Kay Greek Sweetened Yogurt 400 g', 'public_title': None, 'sku': 'spar9598'}]",Mich & Kay
gid://shopify/Product/8394307010857,watermelon-large,8394307010857,False,fruits,"[{'id': 45457802690857, 'price': 330000, 'name': 'Watermelon - Large', 'public_title': None, 'sku': 'omwpxyz70'}]",Generic
gid://shopify/Product/8403803341097,pepper-green-x3,8403803341097,False,vegetables,"[{'id': 45493490024745, 'price': 280000, 'name': 'Pepper - Green x3', 'public_title': None, 'sku': 'omwpxyz68'}]",Generic
gid://shopify/Product/8403802915113,spring-onions-bundle,8403802915113,False,vegetables,"[{'id': 45493488681257, 'price': 150000, 'name': 'Spring Onions - Bundle', 'public_title': None, 'sku': 'spwxyz254'}]",Generic
gid://shopify/Product/8391363526953,hamburger-bun-x4,8391363526953,False,bread,"[{'id': 45443801743657, 'price': 160000, 'name': 'Hamburger Bun x4', 'public_title': None, 'sku': 'brcn36'}]",Spar
gid://shopify/Product/8403800850729,sweet-potato-white-1-kg,8403800850729,False,vegetables,"[{'id': 45493484716329, 'price': 140000, 'name': 'Sweet Potato - White 1 kg', 'public_title': None, 'sku': 'omwpxyz48'}]",Generic
gid://shopify/Product/8399537471785,chi-chicken-thigh-1-kg-frozen,8399537471785,False,meat-poultry,"[{'id': 45479030718761, 'price': 965000, 'name': 'Chi Chicken Thigh ~1 kg - Frozen', 'public_title': None, 'sku': 'dkb4122'}]",Chi
gid://shopify/Product/8399535374633,artisan-butchery-beef-boneless-500-g,8399535374633,False,meat-poultry,"[{'id': 45479023837481, 'price': 548000, 'name': 'Artisan Butchery Beef - Boneless 500 g', 'public_title': None, 'sku': 'spmt1164'}]",Artisan Butchery
gid://shopify/Product/8394319298857,kiwi-x1,8394319298857,False,fruits,"[{'id': 45457818911017, 'price': 250000, 'name': 'Kiwi x1', 'public_title': None, 'sku': 'spxspz1199'}]",Generic
gid://shopify/Product/8394312974633,apples-red-x10,8394312974633,False,fruits,"[{'id': 45457809572137, 'price': 390000, 'name': 'Apples - Red x10', 'public_title': None, 'sku': 'spmt1062'}]",Generic
gid://shopify/Product/8394308092201,english-pear-x5,8394308092201,False,fruits,"[{'id': 45457804165417, 'price': 420000, 'name': 'English Pear x5', 'public_title': None, 'sku': 'spmt1051'}]",Generic
gid://shopify/Product/8391893811497,parmesan-cheese-200-g,8391893811497,False,cheese,"[{'id': 45444920377641, 'price': 1090000, 'name': 'Parmesan Cheese ~200 g', 'public_title': None, 'sku': 'rspwxyz350'}]",Generic
gid://shopify/Product/8391362412841,hot-dog-roll-plain-x6,8391362412841,False,bread,"[{'id': 45443797647657, 'price': 160000, 'name': 'Hot Dog Roll Plain x6', 'public_title': None, 'sku': 'brcn38'}]",Spar
gid://shopify/Product/8404060799273,dolait-yoghurt-strawberry-500-g,8404060799273,False,yoghurt-desserts,"[{'id': 45494247555369, 'price': 405000, 'name': 'Dolait\xa0Yoghurt Strawberry Cup 500 g', 'public_title': None, 'sku': 'spxvl1032'}]",Dolait
gid,handle,id,remote,type,variants,vendor
gid://shopify/Product/8394314842409,mango-german-opioro-x5,8394314842409,False,fruits,"[{'id': 45457812750633, 'price': 270000, 'name': 'Mango - German (Opioro) x5', 'public_title': None, 'sku': 'aspar070'}]",Generic
gid://shopify/Product/8403801964841,carrot-1-kg,8403801964841,False,vegetables,"[{'id': 45493486453033, 'price': 385000, 'name': 'Carrot 1 kg', 'public_title': None, 'sku': 'spmt1066'}]",Generic
gid://shopify/Product/8391583203625,beetroot-1-kg,8391583203625,False,buy-in-bulk,"[{'id': 45444201513257, 'price': 465000, 'name': 'Beetroot ~1 kg', 'public_title': None, 'sku': 'MILE172'}]",Beetroot
gid://shopify/Product/8403816481065,broccoli,8403816481065,False,vegetables,"[{'id': 45493520400681, 'price': 398000, 'name': 'Broccoli', 'public_title': None, 'sku': 'MILE275'}]",Generic
gid://shopify/Product/9809082908969,agege-bread-medium,9809082908969,False,bread,"[{'id': 50978045526313, 'price': 70000, 'name': 'Agege Bread - Medium', 'public_title': None, 'sku': 'brcn13y'}]",Generic
gid://shopify/Product/9472813957417,tomatoes-quarter-crate-firm,9472813957417,False,vegetables,"[{'id': 49226131439913, 'price': 2250000, 'name': 'Tomatoes - Quarter Crate (Firm)', 'public_title': None, 'sku': 'sprnw1142s'}]",Generic
gid://shopify/Product/8403799703849,spinach-1-kg,8403799703849,False,vegetables,"[{'id': 45493482619177, 'price': 495000, 'name': 'Spinach ~1 kg', 'public_title': None, 'sku': 'spwxyz222'}]",Generic
gid://shopify/Product/8392897888553,funtuna-eggs-x30,8392897888553,False,eggs,"[{'id': 45449888661801, 'price': 895000, 'name': 'Funtuna Eggs x30', 'public_title': None, 'sku': 'spmex102'}]",Funtuna
gid://shopify/Product/8391362904361,lebanese-breadshawarma-bread,8391362904361,False,bread,"[{'id': 45443799023913, 'price': 160000, 'name': 'Lebanese Bread/Shawarma Bread', 'public_title': None, 'sku': 'spwxyz885'}]",Generic
gid://shopify/Product/8403805897001,cabbage-white,8403805897001,False,vegetables,"[{'id': 45493496512809, 'price': 215000, 'name': 'Cabbage - White', 'public_title': None, 'sku': 'omwpxyz16'}]",Generic
gid://shopify/Product/8392897200425,funtuna-eggs-x15,8392897200425,False,eggs,"[{'id': 45449882370345, 'price': 487000, 'name': 'Funtuna Eggs x15', 'public_title': None, 'sku': 'spdppr2774'}]",Funtuna
gid://shopify/Product/8403803865385,pepper-red-x3,8403803865385,False,vegetables,"[{'id': 45493491073321, 'price': 430000, 'name': 'Pepper - Red x3', 'public_title': None, 'sku': 'oyingbo020'}]",Generic
gid://shopify/Product/8399535472937,artisan-butchery-beef-mince-meat-500-g,8399535472937,False,meat-poultry,"[{'id': 45479024722217, 'price': 512000, 'name': 'Artisan Butchery Beef Mince Meat 500 g', 'public_title': None, 'sku': 'spmt1167'}]",Artisan Butchery
gid://shopify/Product/8823115350313,golden-melon-x1,8823115350313,False,fruits,"[{'id': 47128298324265, 'price': 80000, 'name': 'Golden Melon x1', 'public_title': None, 'sku': 'oyingbo164x'}]",Generic
gid://shopify/Product/8399537307945,chi-chicken-drumstick-1-kg-frozen,8399537307945,False,meat-poultry,"[{'id': 45479030554921, 'price': 1545000, 'name': 'Chi Chicken Drumstick ~1 kg - Frozen', 'public_title': None, 'sku': 'spmt1419'}]",Chi
gid://shopify/Product/8394322215209,golden-melon-x4,8394322215209,False,fruits,"[{'id': 45457822974249, 'price': 290000, 'name': 'Golden Melon x4', 'public_title': None, 'sku': 'oyingbo164'}]",Generic
gid://shopify/Product/8394300686633,tangerine-local-x5,8394300686633,False,fruits,"[{'id': 45457788469545, 'price': 110000, 'name': 'Tangerine - Local x5', 'public_title': None, 'sku': 'spmt1020'}]",Generic
gid://shopify/Product/8394321789225,mango-sheri-x5,8394321789225,False,fruits,"[{'id': 45457822548265, 'price': 95000, 'name': 'Mango - Sheri x5', 'public_title': None, 'sku': 'aspar068'}]",Generic
gid://shopify/Product/8394299834665,strawberry-pack,8394299834665,False,fruits,"[{'id': 45457787158825, 'price': 650000, 'name': 'Strawberry Pack', 'public_title': None, 'sku': 'spmt1052'}]",Generic
gid://shopify/Product/8394294952233,red-grapes-seedless,8394294952233,False,fruits,"[{'id': 45457780146473, 'price': 600000, 'name': 'Red Grapes - Seedless', 'public_title': None, 'sku': 'spmt1060'}]",Generic
gid://shopify/Product/8391884931369,cheddar-cheese-portion-250-g,8391884931369,False,cheese,"[{'id': 45444905730345, 'price': 1072000, 'name': 'Cheddar Cheese Portion ~ 250 g (White)', 'public_title': None, 'sku': 'sparxyz847'}]",Generic
gid://shopify/Product/8391364149545,french-roll,8391364149545,False,bread,"[{'id': 45443802857769, 'price': 130000, 'name': 'French Roll', 'public_title': None, 'sku': 'brcn30'}]",Spar
gid://shopify/Product/9472785678633,tomatoes-crate-firm,9472785678633,False,vegetables,"[{'id': 49225982574889, 'price': 9700000, 'name': 'Tomatoes - Crate (Firm)', 'public_title': None, 'sku': 'sprnw1142x'}]",Generic
gid://shopify/Product/8403801243945,irish-potatoes-1-kg,8403801243945,False,vegetables,"[{'id': 45493485240617, 'price': 410000, 'name': 'Irish Potatoes ~1 kg', 'public_title': None, 'sku': 'rspwxyz38'}]",Generic
gid://shopify/Product/8403798262057,avocado-x2,8403798262057,False,vegetables,"[{'id': 45493479244073, 'price': 220000, 'name': 'Avocado x2', 'public_title': None, 'sku': 'omwpxyz55'}]",Generic
gid://shopify/Product/8394302292265,lemon-imported-x6,8394302292265,False,fruits,"[{'id': 45457790337321, 'price': 600000, 'name': 'Lemon - Imported x6', 'public_title': None, 'sku': 'spxspz1200'}]",Generic
gid://shopify/Product/8391369982249,butter-bread,8391369982249,False,bread,"[{'id': 45443818357033, 'price': 250000, 'name': 'Butter Bread', 'public_title': None, 'sku': 'brcn13'}]",Spar
gid://shopify/Product/9472778535209,tomatoes-1-kg-firm,9472778535209,False,vegetables,"[{'id': 49225926443305, 'price': 480000, 'name': 'Tomatoes 1 kg (Firm)', 'public_title': None, 'sku': 'rspwxyz64x'}]",Generic
gid://shopify/Product/8394309763369,pineapple-cotonou,8394309763369,False,fruits,"[{'id': 45457806131497, 'price': 140000, 'name': 'Pineapple - Cotonou', 'public_title': None, 'sku': 'mark105'}]",Generic
gid://shopify/Product/8394321396009,mango-palaba-x5,8394321396009,False,fruits,"[{'id': 45457822155049, 'price': 95000, 'name': 'Mango - Palaba x5', 'public_title': None, 'sku': 'aspar069'}]",Generic
gid://shopify/Product/8391363068201,bread-roll-x12,8391363068201,False,bread,"[{'id': 45443800465705, 'price': 160000, 'name': 'Bread Roll x12', 'public_title': None, 'sku': 'brcn32'}]",Spar
gid://shopify/Product/8399537373481,chi-chicken-breast-1-kg-frozen,8399537373481,False,meat-poultry,"[{'id': 45479030620457, 'price': 1073000, 'name': 'Chi Chicken Breast ~1 kg - Frozen', 'public_title': None, 'sku': 'spmt1381'}]",Generic
gid://shopify/Product/8391371227433,milk-bread,8391371227433,False,bread,"[{'id': 45443820486953, 'price': 200000, 'name': 'Milk Bread', 'public_title': None, 'sku': 'spwxyz875'}]",Spar
gid://shopify/Product/8394312515881,apples-green-x10,8394312515881,False,fruits,"[{'id': 45457809146153, 'price': 390000, 'name': 'Apples - Green x10', 'public_title': None, 'sku': 'spmt1061'}]",Generic
gid://shopify/Product/8403816022313,ginger-x6,8403816022313,False,vegetables,"[{'id': 45493519483177, 'price': 280000, 'name': 'Ginger x6', 'public_title': None, 'sku': 'sprnw1469'}]",Generic
gid://shopify/Product/8403799900457,cucumber-x3,8403799900457,False,vegetables,"[{'id': 45493483274537, 'price': 140000, 'name': 'Cucumber x3', 'public_title': None, 'sku': 'spfvvd1568'}]",Generic
gid://shopify/Product/8404045332777,mich-kay-greek-sweetened-yogurt-400-g,8404045332777,False,yoghurt-desserts,"[{'id': 45494202695977, 'price': 525000, 'name': 'Mich & Kay Greek Sweetened Yogurt 400 g', 'public_title': None, 'sku': 'spar9598'}]",Mich & Kay
gid://shopify/Product/8394307010857,watermelon-large,8394307010857,False,fruits,"[{'id': 45457802690857, 'price': 330000, 'name': 'Watermelon - Large', 'public_title': None, 'sku': 'omwpxyz70'}]",Generic
gid://shopify/Product/8403803341097,pepper-green-x3,8403803341097,False,vegetables,"[{'id': 45493490024745, 'price': 280000, 'name': 'Pepper - Green x3', 'public_title': None, 'sku': 'omwpxyz68'}]",Generic
gid://shopify/Product/8403802915113,spring-onions-bundle,8403802915113,False,vegetables,"[{'id': 45493488681257, 'price': 150000, 'name': 'Spring Onions - Bundle', 'public_title': None, 'sku': 'spwxyz254'}]",Generic
gid://shopify/Product/8391363526953,hamburger-bun-x4,8391363526953,False,bread,"[{'id': 45443801743657, 'price': 160000, 'name': 'Hamburger Bun x4', 'public_title': None, 'sku': 'brcn36'}]",Spar
gid://shopify/Product/8403800850729,sweet-potato-white-1-kg,8403800850729,False,vegetables,"[{'id': 45493484716329, 'price': 140000, 'name': 'Sweet Potato - White 1 kg', 'public_title': None, 'sku': 'omwpxyz48'}]",Generic
gid://shopify/Product/8399537471785,chi-chicken-thigh-1-kg-frozen,8399537471785,False,meat-poultry,"[{'id': 45479030718761, 'price': 965000, 'name': 'Chi Chicken Thigh ~1 kg - Frozen', 'public_title': None, 'sku': 'dkb4122'}]",Chi
gid://shopify/Product/8399535374633,artisan-butchery-beef-boneless-500-g,8399535374633,False,meat-poultry,"[{'id': 45479023837481, 'price': 548000, 'name': 'Artisan Butchery Beef - Boneless 500 g', 'public_title': None, 'sku': 'spmt1164'}]",Artisan Butchery
gid://shopify/Product/8394319298857,kiwi-x1,8394319298857,False,fruits,"[{'id': 45457818911017, 'price': 250000, 'name': 'Kiwi x1', 'public_title': None, 'sku': 'spxspz1199'}]",Generic
gid://shopify/Product/8394312974633,apples-red-x10,8394312974633,False,fruits,"[{'id': 45457809572137, 'price': 390000, 'name': 'Apples - Red x10', 'public_title': None, 'sku': 'spmt1062'}]",Generic
gid://shopify/Product/8394308092201,english-pear-x5,8394308092201,False,fruits,"[{'id': 45457804165417, 'price': 420000, 'name': 'English Pear x5', 'public_title': None, 'sku': 'spmt1051'}]",Generic
gid://shopify/Product/8391893811497,parmesan-cheese-200-g,8391893811497,False,cheese,"[{'id': 45444920377641, 'price': 1090000, 'name': 'Parmesan Cheese ~200 g', 'public_title': None, 'sku': 'rspwxyz350'}]",Generic
gid://shopify/Product/8391362412841,hot-dog-roll-plain-x6,8391362412841,False,bread,"[{'id': 45443797647657, 'price': 160000, 'name': 'Hot Dog Roll Plain x6', 'public_title': None, 'sku': 'brcn38'}]",Spar
gid://shopify/Product/8404060799273,dolait-yoghurt-strawberry-500-g,8404060799273,False,yoghurt-desserts,"[{'id': 45494247555369, 'price': 405000, 'name': 'Dolait\xa0Yoghurt Strawberry Cup 500 g', 'public_title': None, 'sku': 'spxvl1032'}]",Dolait
gid,handle,id,remote,type,variants,vendor
gid://shopify/Product/8394314842409,mango-german-opioro-x5,8394314842409,False,fruits,"[{'id': 45457812750633, 'price': 270000, 'name': 'Mango - German (Opioro) x5', 'public_title': None, 'sku': 'aspar070'}]",Generic
gid://shopify/Product/8403801964841,carrot-1-kg,8403801964841,False,vegetables,"[{'id': 45493486453033, 'price': 385000, 'name': 'Carrot 1 kg', 'public_title': None, 'sku': 'spmt1066'}]",Generic
gid://shopify/Product/8391583203625,beetroot-1-kg,8391583203625,False,buy-in-bulk,"[{'id': 45444201513257, 'price': 465000, 'name': 'Beetroot ~1 kg', 'public_title': None, 'sku': 'MILE172'}]",Beetroot
gid://shopify/Product/8403816481065,broccoli,8403816481065,False,vegetables,"[{'id': 45493520400681, 'price': 398000, 'name': 'Broccoli', 'public_title': None, 'sku': 'MILE275'}]",Generic
gid://shopify/Product/9809082908969,agege-bread-medium,9809082908969,False,bread,"[{'id': 50978045526313, 'price': 70000, 'name': 'Agege Bread - Medium', 'public_title': None, 'sku': 'brcn13y'}]",Generic
gid://shopify/Product/9472813957417,tomatoes-quarter-crate-firm,9472813957417,False,vegetables,"[{'id': 49226131439913, 'price': 2250000, 'name': 'Tomatoes - Quarter Crate (Firm)', 'public_title': None, 'sku': 'sprnw1142s'}]",Generic
gid://shopify/Product/8403799703849,spinach-1-kg,8403799703849,False,vegetables,"[{'id': 45493482619177, 'price': 495000, 'name': 'Spinach ~1 kg', 'public_title': None, 'sku': 'spwxyz222'}]",Generic
gid://shopify/Product/8392897888553,funtuna-eggs-x30,8392897888553,False,eggs,"[{'id': 45449888661801, 'price': 895000, 'name': 'Funtuna Eggs x30', 'public_title': None, 'sku': 'spmex102'}]",Funtuna
gid://shopify/Product/8391362904361,lebanese-breadshawarma-bread,8391362904361,False,bread,"[{'id': 45443799023913, 'price': 160000, 'name': 'Lebanese Bread/Shawarma Bread', 'public_title': None, 'sku': 'spwxyz885'}]",Generic
gid://shopify/Product/8403805897001,cabbage-white,8403805897001,False,vegetables,"[{'id': 45493496512809, 'price': 215000, 'name': 'Cabbage - White', 'public_title': None, 'sku': 'omwpxyz16'}]",Generic
gid://shopify/Product/8392897200425,funtuna-eggs-x15,8392897200425,False,eggs,"[{'id': 45449882370345, 'price': 487000, 'name': 'Funtuna Eggs x15', 'public_title': None, 'sku': 'spdppr2774'}]",Funtuna
gid://shopify/Product/8403803865385,pepper-red-x3,8403803865385,False,vegetables,"[{'id': 45493491073321, 'price': 430000, 'name': 'Pepper - Red x3', 'public_title': None, 'sku': 'oyingbo020'}]",Generic
gid://shopify/Product/8399535472937,artisan-butchery-beef-mince-meat-500-g,8399535472937,False,meat-poultry,"[{'id': 45479024722217, 'price': 512000, 'name': 'Artisan Butchery Beef Mince Meat 500 g', 'public_title': None, 'sku': 'spmt1167'}]",Artisan Butchery
